_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,__v,response,theword
6636fe74bf39dcf9df940714,1630,survey-multi-choice,41,153774,0,653048d5d815e00c2baa7296,0,"{""Q0"":""Unclear/unknown""}",mosquito
6636fe74bf39dcf9df940716,1562,survey-multi-choice,40,152144,0,653048d5d815e00c2baa7296,0,"{""Q0"":""Mass noun""}",waist
6636fe74bf39dcf9df940718,2054,survey-multi-choice,42,155828,0,653048d5d815e00c2baa7296,0,"{""Q0"":""Count noun""}",skirt
6636fe75bf39dcf9df94071a,2434,survey-multi-choice,45,162903,0,653048d5d815e00c2baa7296,0,"{""Q0"":""Count noun""}",hippopotamus
6636fe75bf39dcf9df94071c,3177,survey-multi-choice,43,159006,0,653048d5d815e00c2baa7296,0,"{""Q0"":""Mass noun""}",sweet potato
6636fe75bf39dcf9df94071e,1462,survey-multi-choice,44,160468,0,653048d5d815e00c2baa7296,0,"{""Q0"":""Count noun""}",thumb
6636fe75bf39dcf9df940720,1758,survey-multi-choice,46,164662,0,653048d5d815e00c2baa7296,0,"{""Q0"":""Count noun""}",mushroom
6636fe75bf39dcf9df940722,29351,html-button-response,48,196358,0,653048d5d815e00c2baa7296,0,0,
6636fe75bf39dcf9df940724,2343,survey-multi-choice,47,167006,0,653048d5d815e00c2baa7296,0,"{""Q0"":""count noun""}",grey
6636fe75bf39dcf9df940726,1910,survey-multi-choice,50,265804,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",newspaper
6636fe75bf39dcf9df940728,1433,survey-multi-choice,52,268807,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",hot dog
6636fe75bf39dcf9df94072a,65897,survey-multi-choice,49,262256,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",A block of metal
6636fe75bf39dcf9df94072c,1570,survey-multi-choice,51,267374,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",tray
6636fe75bf39dcf9df94072e,1584,survey-multi-choice,53,270392,0,653048d5d815e00c2baa7296,0,"{""Q0"":""non-solid""}",song
6636fe75bf39dcf9df940730,1350,survey-multi-choice,54,271742,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",fingernail
6636fe75bf39dcf9df940732,1198,survey-multi-choice,55,272940,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",microwave
6636fe75bf39dcf9df940734,4458,survey-multi-choice,57,279286,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",handkerchief
6636fe75bf39dcf9df940736,1880,survey-multi-choice,59,283198,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",piano
6636fe75bf39dcf9df940738,2032,survey-multi-choice,58,281318,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",mop (object)
6636fe75bf39dcf9df94073a,1887,survey-multi-choice,56,274827,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",board game
6636fe75bf39dcf9df94073c,3670,survey-multi-choice,60,286868,0,653048d5d815e00c2baa7296,0,"{""Q0"":""unclear/unknown""}",scallion
6636fe75bf39dcf9df94073e,1387,survey-multi-choice,61,288255,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",trampoline
6636fe75bf39dcf9df940740,2707,survey-multi-choice,62,290962,0,653048d5d815e00c2baa7296,0,"{""Q0"":""unclear/unknown""}",snake
6636fe75bf39dcf9df940742,2184,survey-multi-choice,63,293147,0,653048d5d815e00c2baa7296,0,"{""Q0"":""unclear/unknown""}",mushroom
6636fe75bf39dcf9df940744,1956,survey-multi-choice,65,296225,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",goat
6636fe75bf39dcf9df940746,1122,survey-multi-choice,64,294269,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",rice
6636fe75bf39dcf9df940748,3525,survey-multi-choice,66,299751,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",fly (animal)
6636fe75bf39dcf9df94074a,2471,survey-multi-choice,67,302223,0,653048d5d815e00c2baa7296,0,"{""Q0"":""non-solid""}",puddle
6636fe75bf39dcf9df94074c,1281,survey-multi-choice,70,306855,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",PURPLE
6636fe75bf39dcf9df94074e,2896,instructions,71,309752,0,653048d5d815e00c2baa7296,0,,
6636fe75bf39dcf9df940750,1729,survey-multi-choice,69,305574,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",rope
6636fe75bf39dcf9df940752,1622,survey-multi-choice,68,303845,0,653048d5d815e00c2baa7296,0,"{""Q0"":""solid""}",back (body part)
6636ff66bf39dcf9df940754,4667,instructions,0,4669,0,66282357a9a4bc747511fa49,0,,
6636ff66bf39dcf9df940756,35948,html-button-response,2,45467,0,66282357a9a4bc747511fa49,0,0,
6636ff66bf39dcf9df940758,4844,instructions,1,9514,0,66282357a9a4bc747511fa49,0,,
6636ff66bf39dcf9df94075a,12337,survey-multi-choice,3,57809,0,66282357a9a4bc747511fa49,0,"{""Q0"":""shape""}",A square belongs to a category that is organized by
6636ff66bf39dcf9df94075c,9762,survey-multi-choice,4,70269,0,66282357a9a4bc747511fa49,0,"{""Q0"":""none of these""}",camel
6636ff66bf39dcf9df94075e,21970,survey-multi-choice,5,92243,0,66282357a9a4bc747511fa49,0,"{""Q0"":""material""}",rice cake
6636ff66bf39dcf9df940760,14438,survey-multi-choice,6,106684,0,66282357a9a4bc747511fa49,0,"{""Q0"":""material""}",hanger
6636ff66bf39dcf9df940762,4259,survey-multi-choice,7,110946,0,66282357a9a4bc747511fa49,0,"{""Q0"":""material""}",clothes
6636ff66bf39dcf9df940764,6144,survey-multi-choice,9,125298,0,66282357a9a4bc747511fa49,0,"{""Q0"":""none of these""}",spinach
6636ff66bf39dcf9df940766,9068,survey-multi-choice,10,134368,0,66282357a9a4bc747511fa49,0,"{""Q0"":""none of these""}",tangerine
6636ff66bf39dcf9df940768,11273,survey-multi-choice,11,145643,0,66282357a9a4bc747511fa49,0,"{""Q0"":""shape""}",pear
6636ff66bf39dcf9df94076a,8203,survey-multi-choice,8,119151,0,66282357a9a4bc747511fa49,0,"{""Q0"":""shape""}",scarf
6636ff66bf39dcf9df94076c,4599,survey-multi-choice,12,150245,0,66282357a9a4bc747511fa49,0,"{""Q0"":""material""}",boulder
6636ff66bf39dcf9df94076e,5773,survey-multi-choice,13,156021,0,66282357a9a4bc747511fa49,0,"{""Q0"":""material""}",faucet
6636ff66bf39dcf9df940770,4684,survey-multi-choice,14,160707,0,66282357a9a4bc747511fa49,0,"{""Q0"":""material""}",blood
6636ff66bf39dcf9df940772,5905,survey-multi-choice,15,166614,0,66282357a9a4bc747511fa49,0,"{""Q0"":""material""}",dried seaweed
6636ff66bf39dcf9df940774,6779,survey-multi-choice,16,173395,0,66282357a9a4bc747511fa49,0,"{""Q0"":""none of these""}",calf
6636ff66bf39dcf9df940776,4167,survey-multi-choice,18,187532,0,66282357a9a4bc747511fa49,0,"{""Q0"":""none of these""}",radish
6636ff66bf39dcf9df940778,9965,survey-multi-choice,17,183364,0,66282357a9a4bc747511fa49,0,"{""Q0"":""none of these""}",liver (food)
6636ff66bf39dcf9df94077a,4523,survey-multi-choice,19,192058,0,66282357a9a4bc747511fa49,0,"{""Q0"":""none of these""}",eagle
6636ff66bf39dcf9df94077c,4861,survey-multi-choice,20,196921,0,66282357a9a4bc747511fa49,0,"{""Q0"":""material""}",toothpaste
6636ff66bf39dcf9df94077e,8862,survey-multi-choice,21,205785,0,66282357a9a4bc747511fa49,0,"{""Q0"":""material""}",dress shoe
6636ff66bf39dcf9df940780,5445,survey-multi-choice,22,211232,0,66282357a9a4bc747511fa49,0,"{""Q0"":""none of these""}",fingernail
6636ff66bf39dcf9df940782,5438,survey-multi-choice,23,216673,0,66282357a9a4bc747511fa49,0,"{""Q0"":""material""}",wood
6636ff66bf39dcf9df940784,4372,survey-multi-choice,24,221045,0,66282357a9a4bc747511fa49,0,"{""Q0"":""color""}",lavender
6636ff66bf39dcf9df940786,13680,html-button-response,25,234729,0,66282357a9a4bc747511fa49,0,0,
6636ff66bf39dcf9df940788,4529,survey-multi-choice,26,239260,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",A block of metal
6636ff66bf39dcf9df94078a,7342,survey-multi-choice,27,249107,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",tofu
6636ff66bf39dcf9df94078c,5058,survey-multi-choice,28,254168,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",swallow (animal)
6636ff66bf39dcf9df94078e,4068,survey-multi-choice,29,258238,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",robot
6636ff66bf39dcf9df940790,4415,survey-multi-choice,30,262654,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",kite
6636ff66bf39dcf9df940792,3882,survey-multi-choice,31,266538,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",liver (food)
6636ff66bf39dcf9df940794,2949,survey-multi-choice,32,269489,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",bag
6636ff66bf39dcf9df940796,2772,survey-multi-choice,33,272263,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",crocodile
6636ff66bf39dcf9df940798,3188,survey-multi-choice,34,275454,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",fruit
6636ff66bf39dcf9df94079a,3054,survey-multi-choice,35,278510,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",pot
6636ff66bf39dcf9df94079c,3069,survey-multi-choice,36,281579,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",thumb
6636ff66bf39dcf9df94079e,2871,survey-multi-choice,37,284453,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",leaf
6636ff66bf39dcf9df9407a0,2701,survey-multi-choice,38,287157,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",cucumber
6636ff66bf39dcf9df9407a2,2654,survey-multi-choice,39,289813,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",sugar
6636ff66bf39dcf9df9407a4,2759,survey-multi-choice,40,292574,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",battery
6636ff66bf39dcf9df9407a6,4028,survey-multi-choice,41,296605,0,66282357a9a4bc747511fa49,0,"{""Q0"":""non-solid""}",fire
6636ff66bf39dcf9df9407a8,3127,survey-multi-choice,42,299734,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",sweet potato
6636ff66bf39dcf9df9407aa,2729,survey-multi-choice,43,302465,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",dumpling
6636ff66bf39dcf9df9407ac,2949,survey-multi-choice,44,305415,0,66282357a9a4bc747511fa49,0,"{""Q0"":""non-solid""}",puddle
6636ff66bf39dcf9df9407ae,2921,survey-multi-choice,45,308339,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",dried seaweed
6636ff66bf39dcf9df9407b0,3106,survey-multi-choice,46,311447,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",traffic light
6636ff66bf39dcf9df9407b2,2738,survey-multi-choice,47,314188,0,66282357a9a4bc747511fa49,0,"{""Q0"":""solid""}",PURPLE
6636ff66bf39dcf9df9407b4,20788,html-button-response,48,334980,0,66282357a9a4bc747511fa49,0,0,
6636ff66bf39dcf9df9407b6,6155,survey-multi-choice,49,341136,0,66282357a9a4bc747511fa49,0,"{""Q0"":""count noun""}",Would you like a chair? chair is a
6636ff66bf39dcf9df9407b8,3707,survey-multi-choice,50,346884,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",wallet
6636ff66bf39dcf9df9407ba,9574,survey-multi-choice,51,356458,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Unclear/unknown""}",body
6636ff66bf39dcf9df9407bc,3270,survey-multi-choice,52,359729,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",tofu
6636ff66bf39dcf9df9407be,3080,survey-multi-choice,53,362810,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",swallow (animal)
6636ff66bf39dcf9df9407c0,3519,survey-multi-choice,54,366332,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",Persimmon
6636ff66bf39dcf9df9407c2,3049,survey-multi-choice,55,369384,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",chick
6636ff66bf39dcf9df9407c4,3108,survey-multi-choice,56,372494,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",rag
6636ff66bf39dcf9df9407c6,3013,survey-multi-choice,57,375508,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",neck
6636ff66bf39dcf9df9407c8,2774,survey-multi-choice,58,378284,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",spinach
6636ff66bf39dcf9df9407ca,2676,survey-multi-choice,59,380961,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",sled
6636ff66bf39dcf9df9407cc,2710,survey-multi-choice,60,383672,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",fingernail
6636ff66bf39dcf9df9407ce,2990,survey-multi-choice,61,386664,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",flour
6636ff66bf39dcf9df9407d0,2981,survey-multi-choice,62,389647,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",faucet
6636ff66bf39dcf9df9407d2,2553,survey-multi-choice,63,392202,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",sparrow
6636ff66bf39dcf9df9407d4,2628,survey-multi-choice,64,394832,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",rice cake
6636ff66bf39dcf9df9407d6,2742,survey-multi-choice,65,397576,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",jeep
6636ff66bf39dcf9df9407d8,2625,survey-multi-choice,66,400203,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",pudding
6636ff66bf39dcf9df9407da,2588,survey-multi-choice,67,402793,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",bun
6636ff66bf39dcf9df9407dc,2563,survey-multi-choice,69,408042,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",goat
6636ff66bf39dcf9df9407de,2682,survey-multi-choice,68,405477,0,66282357a9a4bc747511fa49,0,"{""Q0"":""Count noun""}",thumb
6636ff66bf39dcf9df9407e0,4020,survey-multi-choice,70,412065,0,66282357a9a4bc747511fa49,0,"{""Q0"":""count noun""}",grey
6636ff66bf39dcf9df9407e2,3150,instructions,71,415217,0,66282357a9a4bc747511fa49,0,,
6636ffa9bf39dcf9df9407e4,7584,instructions,0,7585,0,602084a1e5330d6c7ad1d17e,0,,
6636ffa9bf39dcf9df9407e6,20685,html-button-response,2,31403,0,602084a1e5330d6c7ad1d17e,0,0,
6636ffa9bf39dcf9df9407e8,3131,instructions,1,10717,0,602084a1e5330d6c7ad1d17e,0,,
6636ffa9bf39dcf9df9407ea,6706,survey-multi-choice,4,46493,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",trash can
6636ffa9bf39dcf9df9407ec,5017,survey-multi-choice,5,51511,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""unclear/unknown""}",
6636ffa9bf39dcf9df9407ee,5061,survey-multi-choice,3,36465,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",A block of metal
6636ffa9bf39dcf9df9407f0,4173,survey-multi-choice,6,55685,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",Persimmon
6636ffa9bf39dcf9df9407f2,3476,survey-multi-choice,7,59161,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",seesaw
6636ffa9bf39dcf9df9407f4,4388,survey-multi-choice,8,63549,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""non-solid""}",toothpaste
6636ffa9bf39dcf9df9407f6,3035,survey-multi-choice,9,66585,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",radish
6636ffa9bf39dcf9df9407f8,5350,survey-multi-choice,11,74971,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",newspaper
6636ffa9bf39dcf9df9407fa,3035,survey-multi-choice,10,69621,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""unclear/unknown""}",thing
6636ffa9bf39dcf9df9407fc,4187,survey-multi-choice,12,79159,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",shrimp
6636ffa9bf39dcf9df9407fe,2975,survey-multi-choice,14,86239,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",cabbage
6636ffa9bf39dcf9df940800,4104,survey-multi-choice,13,83263,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",swallow (animal)
6636ffa9bf39dcf9df940802,3014,survey-multi-choice,15,89253,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",mirror
6636ffa9bf39dcf9df940804,2813,survey-multi-choice,16,92067,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",tangerine
6636ffa9bf39dcf9df940806,7356,survey-multi-choice,17,99423,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",taxi
6636ffaabf39dcf9df940808,2603,survey-multi-choice,18,102027,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",spaghetti
6636ffaabf39dcf9df94080a,2891,survey-multi-choice,19,104919,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",sparrow
6636ffaabf39dcf9df94080c,2824,survey-multi-choice,20,107743,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",tofu
6636ffaabf39dcf9df94080e,2550,survey-multi-choice,21,110293,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",watermelon
6636ffaabf39dcf9df940810,4399,survey-multi-choice,22,114693,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",bell
6636ffaabf39dcf9df940812,2973,survey-multi-choice,23,117667,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",sled
6636ffaabf39dcf9df940814,4329,survey-multi-choice,24,121996,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""solid""}",PURPLE
6636ffaabf39dcf9df940816,43891,html-button-response,25,165888,0,602084a1e5330d6c7ad1d17e,0,0,
6636ffaabf39dcf9df940818,3686,survey-multi-choice,27,189469,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",calf
6636ffaabf39dcf9df94081a,11595,survey-multi-choice,26,177484,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Mass noun""}",Would you like a chair? chair is a
6636ffaabf39dcf9df94081c,2727,survey-multi-choice,28,192197,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",chopstick
6636ffaabf39dcf9df94081e,2570,survey-multi-choice,29,194767,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",mushroom
6636ffaabf39dcf9df940820,3025,survey-multi-choice,30,197793,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Mass noun""}",blood
6636ffaabf39dcf9df940822,3029,survey-multi-choice,31,200823,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",fruit
6636ffaabf39dcf9df940824,2658,survey-multi-choice,32,203481,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",seesaw
6636ffaabf39dcf9df940826,2523,survey-multi-choice,33,206005,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",sprouts
6636ffaabf39dcf9df940828,2957,survey-multi-choice,35,211901,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",swallow (animal)
6636ffaabf39dcf9df94082a,2938,survey-multi-choice,34,208943,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Mass noun""}",wood
6636ffaabf39dcf9df94082c,2564,survey-multi-choice,36,214465,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",umbrella
6636ffaabf39dcf9df94082e,3428,survey-multi-choice,37,217893,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",dried seaweed
6636ffaabf39dcf9df940830,3797,survey-multi-choice,38,221691,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",hanger
6636ffaabf39dcf9df940832,3423,survey-multi-choice,39,225115,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",cabbage
6636ffaabf39dcf9df940834,3124,survey-multi-choice,40,228239,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",taxi
6636ffaabf39dcf9df940836,2901,survey-multi-choice,41,231141,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",gorilla
6636ffaabf39dcf9df940838,2335,survey-multi-choice,42,233477,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",sandal
6636ffaabf39dcf9df94083a,4401,survey-multi-choice,43,237879,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",fox
6636ffaabf39dcf9df94083c,2508,survey-multi-choice,44,240387,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",microwave
6636ffaabf39dcf9df94083e,5246,survey-multi-choice,47,250727,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""count noun""}",grey
6636ffaabf39dcf9df940840,2573,survey-multi-choice,46,245481,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",Persimmon
6636ffaabf39dcf9df940842,2519,survey-multi-choice,45,242907,0,602084a1e5330d6c7ad1d17e,0,"{""Q0"":""Count noun""}",peach
6636ffaabf39dcf9df940844,59709,html-button-response,48,310437,0,602084a1e5330d6c7ad1d17e,0,0,
