"theword","block","response","totcount","count","proportion","language"
"ambulance","category_organization","none of these",5,4,0.8,"Turkish"
"ambulance","category_organization","shape",5,1,0.2,"Spanish (European)"
"ambulance","category_organization","shape",5,1,0.2,"Catalan"
"ambulance","category_organization","shape",5,1,0.2,"Hebrew"
"ambulance","category_organization","shape",5,1,0.2,"Mandarin (Taiwanese)"
"ambulance","category_organization","shape",5,1,0.2,"Turkish"
"animal","category_organization","material",7,2,0.285714285714286,"English (Australian)"
"animal","category_organization","material",7,2,0.285714285714286,"Turkish"
"animal","category_organization","material",7,2,0.285714285714286,"Mandarin (Beijing)"
"animal","category_organization","material",7,2,0.285714285714286,"Catalan"
"animal","category_organization","material",7,2,0.285714285714286,"Japanese"
"animal","category_organization","material",7,2,0.285714285714286,"Spanish (European)"
"animal","category_organization","material",7,2,0.285714285714286,"Mandarin (Taiwanese)"
"animal","category_organization","material",7,2,0.285714285714286,"Korean"
"animal","category_organization","material",7,2,0.285714285714286,"Cantonese"
"animal","category_organization","material",7,2,0.285714285714286,"Spanish (Mexican)"
"animal","category_organization","material",7,2,0.285714285714286,"English (American)"
"animal","category_organization","none of these",7,5,0.714285714285714,"English (Australian)"
"animal","category_organization","none of these",7,5,0.714285714285714,"Turkish"
"animal","category_organization","none of these",7,5,0.714285714285714,"Mandarin (Beijing)"
"animal","category_organization","none of these",7,5,0.714285714285714,"Catalan"
"animal","category_organization","none of these",7,5,0.714285714285714,"Japanese"
"animal","category_organization","none of these",7,5,0.714285714285714,"Spanish (European)"
"animal","category_organization","none of these",7,5,0.714285714285714,"Mandarin (Taiwanese)"
"animal","category_organization","none of these",7,5,0.714285714285714,"Korean"
"animal","category_organization","none of these",7,5,0.714285714285714,"Cantonese"
"animal","category_organization","none of these",7,5,0.714285714285714,"Spanish (Mexican)"
"animal","category_organization","none of these",7,5,0.714285714285714,"English (American)"
"ankle","category_organization","material",10,1,0.1,"English (American)"
"ankle","category_organization","material",10,1,0.1,"Korean"
"ankle","category_organization","none of these",10,6,0.6,"English (American)"
"ankle","category_organization","none of these",10,6,0.6,"Korean"
"ankle","category_organization","shape",10,3,0.3,"English (American)"
"ankle","category_organization","shape",10,3,0.3,"Korean"
"ant","category_organization","shape",10,2,0.2,"Mandarin (Beijing)"
"ant","category_organization","shape",10,2,0.2,"English (American)"
"ant","category_organization","shape",10,2,0.2,"French (French)"
"ant","category_organization","shape",10,2,0.2,"Catalan"
"ant","category_organization","shape",10,2,0.2,"Spanish (Mexican)"
"ant","category_organization","shape",10,2,0.2,"English (Australian)"
"ant","category_organization","shape",10,2,0.2,"Turkish"
"ant","category_organization","shape",10,2,0.2,"Spanish (European)"
"ant","category_organization","shape",10,2,0.2,"Korean"
"ant","category_organization","shape",10,2,0.2,"Cantonese"
"ant","category_organization","shape",10,2,0.2,"Mandarin (Taiwanese)"
"ant","category_organization","shape",10,2,0.2,"Japanese"
"ant","category_organization","color",10,1,0.1,"Mandarin (Beijing)"
"ant","category_organization","color",10,1,0.1,"English (American)"
"ant","category_organization","color",10,1,0.1,"French (French)"
"ant","category_organization","color",10,1,0.1,"Catalan"
"ant","category_organization","color",10,1,0.1,"Spanish (Mexican)"
"ant","category_organization","color",10,1,0.1,"English (Australian)"
"ant","category_organization","color",10,1,0.1,"Turkish"
"ant","category_organization","color",10,1,0.1,"Spanish (European)"
"ant","category_organization","color",10,1,0.1,"Korean"
"ant","category_organization","color",10,1,0.1,"Cantonese"
"ant","category_organization","color",10,1,0.1,"Mandarin (Taiwanese)"
"ant","category_organization","color",10,1,0.1,"Japanese"
"ant","category_organization","material",10,1,0.1,"Mandarin (Beijing)"
"ant","category_organization","material",10,1,0.1,"English (American)"
"ant","category_organization","material",10,1,0.1,"French (French)"
"ant","category_organization","material",10,1,0.1,"Catalan"
"ant","category_organization","material",10,1,0.1,"Spanish (Mexican)"
"ant","category_organization","material",10,1,0.1,"English (Australian)"
"ant","category_organization","material",10,1,0.1,"Turkish"
"ant","category_organization","material",10,1,0.1,"Spanish (European)"
"ant","category_organization","material",10,1,0.1,"Korean"
"ant","category_organization","material",10,1,0.1,"Cantonese"
"ant","category_organization","material",10,1,0.1,"Mandarin (Taiwanese)"
"ant","category_organization","material",10,1,0.1,"Japanese"
"ant","category_organization","none of these",10,6,0.6,"Mandarin (Beijing)"
"ant","category_organization","none of these",10,6,0.6,"English (American)"
"ant","category_organization","none of these",10,6,0.6,"French (French)"
"ant","category_organization","none of these",10,6,0.6,"Catalan"
"ant","category_organization","none of these",10,6,0.6,"Spanish (Mexican)"
"ant","category_organization","none of these",10,6,0.6,"English (Australian)"
"ant","category_organization","none of these",10,6,0.6,"Turkish"
"ant","category_organization","none of these",10,6,0.6,"Spanish (European)"
"ant","category_organization","none of these",10,6,0.6,"Korean"
"ant","category_organization","none of these",10,6,0.6,"Cantonese"
"ant","category_organization","none of these",10,6,0.6,"Mandarin (Taiwanese)"
"ant","category_organization","none of these",10,6,0.6,"Japanese"
"apple","category_organization","none of these",8,1,0.125,"Spanish (European)"
"apple","category_organization","none of these",8,1,0.125,"Japanese"
"apple","category_organization","none of these",8,1,0.125,"Catalan"
"apple","category_organization","none of these",8,1,0.125,"Mandarin (Beijing)"
"apple","category_organization","none of these",8,1,0.125,"Russian"
"apple","category_organization","none of these",8,1,0.125,"Spanish (Mexican)"
"apple","category_organization","none of these",8,1,0.125,"Mandarin (Taiwanese)"
"apple","category_organization","none of these",8,1,0.125,"Turkish"
"apple","category_organization","none of these",8,1,0.125,"Korean"
"apple","category_organization","none of these",8,1,0.125,"Cantonese"
"apple","category_organization","none of these",8,1,0.125,"English (American)"
"apple","category_organization","none of these",8,1,0.125,"French (French)"
"apple","category_organization","none of these",8,1,0.125,"English (Australian)"
"apple","category_organization","none of these",8,1,0.125,"Spanish (Peruvian)"
"apple","category_organization","shape",8,6,0.75,"Spanish (European)"
"apple","category_organization","shape",8,6,0.75,"Japanese"
"apple","category_organization","shape",8,6,0.75,"Catalan"
"apple","category_organization","shape",8,6,0.75,"Mandarin (Beijing)"
"apple","category_organization","shape",8,6,0.75,"Russian"
"apple","category_organization","shape",8,6,0.75,"Spanish (Mexican)"
"apple","category_organization","shape",8,6,0.75,"Mandarin (Taiwanese)"
"apple","category_organization","shape",8,6,0.75,"Turkish"
"apple","category_organization","shape",8,6,0.75,"Korean"
"apple","category_organization","shape",8,6,0.75,"Cantonese"
"apple","category_organization","shape",8,6,0.75,"English (American)"
"apple","category_organization","shape",8,6,0.75,"French (French)"
"apple","category_organization","shape",8,6,0.75,"English (Australian)"
"apple","category_organization","shape",8,6,0.75,"Spanish (Peruvian)"
"apple","category_organization","material",8,1,0.125,"Spanish (European)"
"apple","category_organization","material",8,1,0.125,"Japanese"
"apple","category_organization","material",8,1,0.125,"Catalan"
"apple","category_organization","material",8,1,0.125,"Mandarin (Beijing)"
"apple","category_organization","material",8,1,0.125,"Russian"
"apple","category_organization","material",8,1,0.125,"Spanish (Mexican)"
"apple","category_organization","material",8,1,0.125,"Mandarin (Taiwanese)"
"apple","category_organization","material",8,1,0.125,"Turkish"
"apple","category_organization","material",8,1,0.125,"Korean"
"apple","category_organization","material",8,1,0.125,"Cantonese"
"apple","category_organization","material",8,1,0.125,"English (American)"
"apple","category_organization","material",8,1,0.125,"French (French)"
"apple","category_organization","material",8,1,0.125,"English (Australian)"
"apple","category_organization","material",8,1,0.125,"Spanish (Peruvian)"
"applesauce","category_organization","material",9,8,0.888888888888889,"English (American)"
"applesauce","category_organization","material",9,8,0.888888888888889,"Spanish (European)"
"applesauce","category_organization","none of these",9,1,0.111111111111111,"English (American)"
"applesauce","category_organization","none of these",9,1,0.111111111111111,"Spanish (European)"
"apricot","category_organization","color",9,5,0.555555555555556,"Turkish"
"apricot","category_organization","none of these",9,3,0.333333333333333,"Turkish"
"apricot","category_organization","shape",9,1,0.111111111111111,"Turkish"
"apron","category_organization","material",9,5,0.555555555555556,"Japanese"
"apron","category_organization","none of these",9,1,0.111111111111111,"Japanese"
"apron","category_organization","shape",9,3,0.333333333333333,"Japanese"
"arm","category_organization","none of these",10,4,0.4,"Mandarin (Beijing)"
"arm","category_organization","none of these",10,4,0.4,"English (Australian)"
"arm","category_organization","none of these",10,4,0.4,"Catalan"
"arm","category_organization","none of these",10,4,0.4,"Korean"
"arm","category_organization","none of these",10,4,0.4,"French (French)"
"arm","category_organization","none of these",10,4,0.4,"Russian"
"arm","category_organization","none of these",10,4,0.4,"Turkish"
"arm","category_organization","none of these",10,4,0.4,"English (American)"
"arm","category_organization","none of these",10,4,0.4,"Spanish (Peruvian)"
"arm","category_organization","none of these",10,4,0.4,"Spanish (European)"
"arm","category_organization","none of these",10,4,0.4,"Spanish (Mexican)"
"arm","category_organization","shape",10,6,0.6,"Mandarin (Beijing)"
"arm","category_organization","shape",10,6,0.6,"English (Australian)"
"arm","category_organization","shape",10,6,0.6,"Catalan"
"arm","category_organization","shape",10,6,0.6,"Korean"
"arm","category_organization","shape",10,6,0.6,"French (French)"
"arm","category_organization","shape",10,6,0.6,"Russian"
"arm","category_organization","shape",10,6,0.6,"Turkish"
"arm","category_organization","shape",10,6,0.6,"English (American)"
"arm","category_organization","shape",10,6,0.6,"Spanish (Peruvian)"
"arm","category_organization","shape",10,6,0.6,"Spanish (European)"
"arm","category_organization","shape",10,6,0.6,"Spanish (Mexican)"
"armchair","category_organization","material",6,3,0.5,"Turkish"
"armchair","category_organization","material",6,3,0.5,"French (French)"
"armchair","category_organization","material",6,3,0.5,"Hebrew"
"armchair","category_organization","material",6,3,0.5,"Russian"
"armchair","category_organization","shape",6,3,0.5,"Turkish"
"armchair","category_organization","shape",6,3,0.5,"French (French)"
"armchair","category_organization","shape",6,3,0.5,"Hebrew"
"armchair","category_organization","shape",6,3,0.5,"Russian"
"atole","category_organization","none of these",8,6,0.75,"Spanish (Mexican)"
"atole","category_organization","shape",8,1,0.125,"Spanish (Mexican)"
"atole","category_organization","color",8,1,0.125,"Spanish (Mexican)"
"back","category_organization","none of these",9,6,0.666666666666667,"Japanese"
"back","category_organization","none of these",9,6,0.666666666666667,"Catalan"
"back","category_organization","material",9,2,0.222222222222222,"Japanese"
"back","category_organization","material",9,2,0.222222222222222,"Catalan"
"back","category_organization","shape",9,1,0.111111111111111,"Japanese"
"back","category_organization","shape",9,1,0.111111111111111,"Catalan"
"back (body part)","category_organization","shape",8,2,0.25,"Korean"
"back (body part)","category_organization","shape",8,2,0.25,"Russian"
"back (body part)","category_organization","shape",8,2,0.25,"Kiswahili"
"back (body part)","category_organization","shape",8,2,0.25,"Cantonese"
"back (body part)","category_organization","shape",8,2,0.25,"Mandarin (Taiwanese)"
"back (body part)","category_organization","none of these",8,6,0.75,"Korean"
"back (body part)","category_organization","none of these",8,6,0.75,"Russian"
"back (body part)","category_organization","none of these",8,6,0.75,"Kiswahili"
"back (body part)","category_organization","none of these",8,6,0.75,"Cantonese"
"back (body part)","category_organization","none of these",8,6,0.75,"Mandarin (Taiwanese)"
"backyard","category_organization","material",9,2,0.222222222222222,"English (Australian)"
"backyard","category_organization","none of these",9,5,0.555555555555556,"English (Australian)"
"backyard","category_organization","shape",9,2,0.222222222222222,"English (Australian)"
"bag","category_organization","material",9,4,0.444444444444444,"Korean"
"bag","category_organization","material",9,4,0.444444444444444,"Mandarin (Taiwanese)"
"bag","category_organization","material",9,4,0.444444444444444,"Mandarin (Beijing)"
"bag","category_organization","material",9,4,0.444444444444444,"Spanish (Mexican)"
"bag","category_organization","material",9,4,0.444444444444444,"Mandarin (Beijing)"
"bag","category_organization","material",9,4,0.444444444444444,"Cantonese"
"bag","category_organization","material",9,4,0.444444444444444,"Kiswahili"
"bag","category_organization","material",9,4,0.444444444444444,"Mandarin (Taiwanese)"
"bag","category_organization","material",9,4,0.444444444444444,"Japanese"
"bag","category_organization","none of these",9,1,0.111111111111111,"Korean"
"bag","category_organization","none of these",9,1,0.111111111111111,"Mandarin (Taiwanese)"
"bag","category_organization","none of these",9,1,0.111111111111111,"Mandarin (Beijing)"
"bag","category_organization","none of these",9,1,0.111111111111111,"Spanish (Mexican)"
"bag","category_organization","none of these",9,1,0.111111111111111,"Mandarin (Beijing)"
"bag","category_organization","none of these",9,1,0.111111111111111,"Cantonese"
"bag","category_organization","none of these",9,1,0.111111111111111,"Kiswahili"
"bag","category_organization","none of these",9,1,0.111111111111111,"Mandarin (Taiwanese)"
"bag","category_organization","none of these",9,1,0.111111111111111,"Japanese"
"bag","category_organization","shape",9,4,0.444444444444444,"Korean"
"bag","category_organization","shape",9,4,0.444444444444444,"Mandarin (Taiwanese)"
"bag","category_organization","shape",9,4,0.444444444444444,"Mandarin (Beijing)"
"bag","category_organization","shape",9,4,0.444444444444444,"Spanish (Mexican)"
"bag","category_organization","shape",9,4,0.444444444444444,"Mandarin (Beijing)"
"bag","category_organization","shape",9,4,0.444444444444444,"Cantonese"
"bag","category_organization","shape",9,4,0.444444444444444,"Kiswahili"
"bag","category_organization","shape",9,4,0.444444444444444,"Mandarin (Taiwanese)"
"bag","category_organization","shape",9,4,0.444444444444444,"Japanese"
"balcony","category_organization","shape",6,4,0.666666666666667,"Catalan"
"balcony","category_organization","shape",6,4,0.666666666666667,"Mandarin (Beijing)"
"balcony","category_organization","shape",6,4,0.666666666666667,"Russian"
"balcony","category_organization","none of these",6,2,0.333333333333333,"Catalan"
"balcony","category_organization","none of these",6,2,0.333333333333333,"Mandarin (Beijing)"
"balcony","category_organization","none of these",6,2,0.333333333333333,"Russian"
"ball","category_organization","color",9,1,0.111111111111111,"Spanish (European)"
"ball","category_organization","color",9,1,0.111111111111111,"Spanish (European)"
"ball","category_organization","color",9,1,0.111111111111111,"Japanese"
"ball","category_organization","color",9,1,0.111111111111111,"French (French)"
"ball","category_organization","color",9,1,0.111111111111111,"French (French)"
"ball","category_organization","color",9,1,0.111111111111111,"English (Australian)"
"ball","category_organization","color",9,1,0.111111111111111,"Spanish (European)"
"ball","category_organization","color",9,1,0.111111111111111,"Spanish (Peruvian)"
"ball","category_organization","color",9,1,0.111111111111111,"Catalan"
"ball","category_organization","color",9,1,0.111111111111111,"Russian"
"ball","category_organization","color",9,1,0.111111111111111,"Spanish (Mexican)"
"ball","category_organization","material",9,1,0.111111111111111,"Spanish (European)"
"ball","category_organization","material",9,1,0.111111111111111,"Spanish (European)"
"ball","category_organization","material",9,1,0.111111111111111,"Japanese"
"ball","category_organization","material",9,1,0.111111111111111,"French (French)"
"ball","category_organization","material",9,1,0.111111111111111,"French (French)"
"ball","category_organization","material",9,1,0.111111111111111,"English (Australian)"
"ball","category_organization","material",9,1,0.111111111111111,"Spanish (European)"
"ball","category_organization","material",9,1,0.111111111111111,"Spanish (Peruvian)"
"ball","category_organization","material",9,1,0.111111111111111,"Catalan"
"ball","category_organization","material",9,1,0.111111111111111,"Russian"
"ball","category_organization","material",9,1,0.111111111111111,"Spanish (Mexican)"
"ball","category_organization","shape",9,7,0.777777777777778,"Spanish (European)"
"ball","category_organization","shape",9,7,0.777777777777778,"Spanish (European)"
"ball","category_organization","shape",9,7,0.777777777777778,"Japanese"
"ball","category_organization","shape",9,7,0.777777777777778,"French (French)"
"ball","category_organization","shape",9,7,0.777777777777778,"French (French)"
"ball","category_organization","shape",9,7,0.777777777777778,"English (Australian)"
"ball","category_organization","shape",9,7,0.777777777777778,"Spanish (European)"
"ball","category_organization","shape",9,7,0.777777777777778,"Spanish (Peruvian)"
"ball","category_organization","shape",9,7,0.777777777777778,"Catalan"
"ball","category_organization","shape",9,7,0.777777777777778,"Russian"
"ball","category_organization","shape",9,7,0.777777777777778,"Spanish (Mexican)"
"balloon","category_organization","shape",13,8,0.615384615384615,"English (Australian)"
"balloon","category_organization","shape",13,8,0.615384615384615,"Mandarin (Beijing)"
"balloon","category_organization","shape",13,8,0.615384615384615,"Kiswahili"
"balloon","category_organization","shape",13,8,0.615384615384615,"Catalan"
"balloon","category_organization","shape",13,8,0.615384615384615,"Mandarin (Taiwanese)"
"balloon","category_organization","shape",13,8,0.615384615384615,"Spanish (Peruvian)"
"balloon","category_organization","shape",13,8,0.615384615384615,"Russian"
"balloon","category_organization","shape",13,8,0.615384615384615,"Korean"
"balloon","category_organization","shape",13,8,0.615384615384615,"English (American)"
"balloon","category_organization","shape",13,8,0.615384615384615,"Spanish (Mexican)"
"balloon","category_organization","shape",13,8,0.615384615384615,"Spanish (European)"
"balloon","category_organization","shape",13,8,0.615384615384615,"Turkish"
"balloon","category_organization","shape",13,8,0.615384615384615,"Japanese"
"balloon","category_organization","color",13,1,0.0769230769230769,"English (Australian)"
"balloon","category_organization","color",13,1,0.0769230769230769,"Mandarin (Beijing)"
"balloon","category_organization","color",13,1,0.0769230769230769,"Kiswahili"
"balloon","category_organization","color",13,1,0.0769230769230769,"Catalan"
"balloon","category_organization","color",13,1,0.0769230769230769,"Mandarin (Taiwanese)"
"balloon","category_organization","color",13,1,0.0769230769230769,"Spanish (Peruvian)"
"balloon","category_organization","color",13,1,0.0769230769230769,"Russian"
"balloon","category_organization","color",13,1,0.0769230769230769,"Korean"
"balloon","category_organization","color",13,1,0.0769230769230769,"English (American)"
"balloon","category_organization","color",13,1,0.0769230769230769,"Spanish (Mexican)"
"balloon","category_organization","color",13,1,0.0769230769230769,"Spanish (European)"
"balloon","category_organization","color",13,1,0.0769230769230769,"Turkish"
"balloon","category_organization","color",13,1,0.0769230769230769,"Japanese"
"balloon","category_organization","material",13,3,0.230769230769231,"English (Australian)"
"balloon","category_organization","material",13,3,0.230769230769231,"Mandarin (Beijing)"
"balloon","category_organization","material",13,3,0.230769230769231,"Kiswahili"
"balloon","category_organization","material",13,3,0.230769230769231,"Catalan"
"balloon","category_organization","material",13,3,0.230769230769231,"Mandarin (Taiwanese)"
"balloon","category_organization","material",13,3,0.230769230769231,"Spanish (Peruvian)"
"balloon","category_organization","material",13,3,0.230769230769231,"Russian"
"balloon","category_organization","material",13,3,0.230769230769231,"Korean"
"balloon","category_organization","material",13,3,0.230769230769231,"English (American)"
"balloon","category_organization","material",13,3,0.230769230769231,"Spanish (Mexican)"
"balloon","category_organization","material",13,3,0.230769230769231,"Spanish (European)"
"balloon","category_organization","material",13,3,0.230769230769231,"Turkish"
"balloon","category_organization","material",13,3,0.230769230769231,"Japanese"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"English (Australian)"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Mandarin (Beijing)"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Kiswahili"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Catalan"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Mandarin (Taiwanese)"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Spanish (Peruvian)"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Russian"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Korean"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"English (American)"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Spanish (Mexican)"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Spanish (European)"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Turkish"
"balloon","category_organization","none of these",13,1,0.0769230769230769,"Japanese"
"banana","category_organization","material",6,1,0.166666666666667,"English (Australian)"
"banana","category_organization","material",6,1,0.166666666666667,"Catalan"
"banana","category_organization","material",6,1,0.166666666666667,"English (American)"
"banana","category_organization","material",6,1,0.166666666666667,"Mandarin (Taiwanese)"
"banana","category_organization","material",6,1,0.166666666666667,"Japanese"
"banana","category_organization","material",6,1,0.166666666666667,"Turkish"
"banana","category_organization","material",6,1,0.166666666666667,"Mandarin (Beijing)"
"banana","category_organization","material",6,1,0.166666666666667,"Korean"
"banana","category_organization","material",6,1,0.166666666666667,"French (French)"
"banana","category_organization","material",6,1,0.166666666666667,"Cantonese"
"banana","category_organization","material",6,1,0.166666666666667,"Spanish (Mexican)"
"banana","category_organization","material",6,1,0.166666666666667,"Russian"
"banana","category_organization","none of these",6,2,0.333333333333333,"English (Australian)"
"banana","category_organization","none of these",6,2,0.333333333333333,"Catalan"
"banana","category_organization","none of these",6,2,0.333333333333333,"English (American)"
"banana","category_organization","none of these",6,2,0.333333333333333,"Mandarin (Taiwanese)"
"banana","category_organization","none of these",6,2,0.333333333333333,"Japanese"
"banana","category_organization","none of these",6,2,0.333333333333333,"Turkish"
"banana","category_organization","none of these",6,2,0.333333333333333,"Mandarin (Beijing)"
"banana","category_organization","none of these",6,2,0.333333333333333,"Korean"
"banana","category_organization","none of these",6,2,0.333333333333333,"French (French)"
"banana","category_organization","none of these",6,2,0.333333333333333,"Cantonese"
"banana","category_organization","none of these",6,2,0.333333333333333,"Spanish (Mexican)"
"banana","category_organization","none of these",6,2,0.333333333333333,"Russian"
"banana","category_organization","shape",6,3,0.5,"English (Australian)"
"banana","category_organization","shape",6,3,0.5,"Catalan"
"banana","category_organization","shape",6,3,0.5,"English (American)"
"banana","category_organization","shape",6,3,0.5,"Mandarin (Taiwanese)"
"banana","category_organization","shape",6,3,0.5,"Japanese"
"banana","category_organization","shape",6,3,0.5,"Turkish"
"banana","category_organization","shape",6,3,0.5,"Mandarin (Beijing)"
"banana","category_organization","shape",6,3,0.5,"Korean"
"banana","category_organization","shape",6,3,0.5,"French (French)"
"banana","category_organization","shape",6,3,0.5,"Cantonese"
"banana","category_organization","shape",6,3,0.5,"Spanish (Mexican)"
"banana","category_organization","shape",6,3,0.5,"Russian"
"bandaid","category_organization","none of these",7,2,0.285714285714286,"Turkish"
"bandaid","category_organization","material",7,5,0.714285714285714,"Turkish"
"bank","category_organization","material",6,1,0.166666666666667,"Catalan"
"bank","category_organization","none of these",6,4,0.666666666666667,"Catalan"
"bank","category_organization","shape",6,1,0.166666666666667,"Catalan"
"basin","category_organization","material",8,1,0.125,"Mandarin (Beijing)"
"basin","category_organization","material",8,1,0.125,"Cantonese"
"basin","category_organization","none of these",8,2,0.25,"Mandarin (Beijing)"
"basin","category_organization","none of these",8,2,0.25,"Cantonese"
"basin","category_organization","shape",8,5,0.625,"Mandarin (Beijing)"
"basin","category_organization","shape",8,5,0.625,"Cantonese"
"basket","category_organization","none of these",9,1,0.111111111111111,"French (French)"
"basket","category_organization","none of these",9,1,0.111111111111111,"Japanese"
"basket","category_organization","none of these",9,1,0.111111111111111,"Russian"
"basket","category_organization","none of these",9,1,0.111111111111111,"Mandarin (Beijing)"
"basket","category_organization","none of these",9,1,0.111111111111111,"Hebrew"
"basket","category_organization","none of these",9,1,0.111111111111111,"English (Australian)"
"basket","category_organization","none of these",9,1,0.111111111111111,"Catalan"
"basket","category_organization","none of these",9,1,0.111111111111111,"English (American)"
"basket","category_organization","none of these",9,1,0.111111111111111,"Mandarin (Taiwanese)"
"basket","category_organization","material",9,3,0.333333333333333,"French (French)"
"basket","category_organization","material",9,3,0.333333333333333,"Japanese"
"basket","category_organization","material",9,3,0.333333333333333,"Russian"
"basket","category_organization","material",9,3,0.333333333333333,"Mandarin (Beijing)"
"basket","category_organization","material",9,3,0.333333333333333,"Hebrew"
