"theword","block","response","totcount","count","proportion","language"
"airplane","category_organization","shape",10,3,0.3,"English (Australian)"
"airplane","category_organization","shape",10,3,0.3,"English (American)"
"airplane","category_organization","shape",10,3,0.3,"Cantonese"
"airplane","category_organization","shape",10,3,0.3,"Korean"
"airplane","category_organization","shape",10,3,0.3,"Catalan"
"airplane","category_organization","shape",10,3,0.3,"French (French)"
"airplane","category_organization","shape",10,3,0.3,"Mandarin (Taiwanese)"
"airplane","category_organization","shape",10,3,0.3,"Spanish (Mexican)"
"airplane","category_organization","shape",10,3,0.3,"Mandarin (Beijing)"
"airplane","solidity","solid",7,7,1,"Russian"
"airplane","solidity","solid",7,7,1,"Turkish"
"airplane","solidity","solid",7,7,1,"Kiswahili"
"airplane","solidity","solid",7,7,1,"Spanish (European)"
"airplane","solidity","solid",7,7,1,"Japanese"
"airplane","solidity","solid",7,7,1,"Spanish (Peruvian)"
"airplane","solidity","solid",7,7,1,"English (Australian)"
"airplane","solidity","solid",7,7,1,"English (American)"
"airplane","solidity","solid",7,7,1,"Cantonese"
"airplane","solidity","solid",7,7,1,"Korean"
"airplane","solidity","solid",7,7,1,"Catalan"
"airplane","solidity","solid",7,7,1,"French (French)"
"airplane","solidity","solid",7,7,1,"Mandarin (Taiwanese)"
"airplane","solidity","solid",7,7,1,"Spanish (Mexican)"
"airplane","solidity","solid",7,7,1,"Mandarin (Beijing)"
"airplane","category_organization","none of these",10,5,0.5,"Russian"
"airplane","category_organization","none of these",10,5,0.5,"Turkish"
"airplane","category_organization","none of these",10,5,0.5,"Kiswahili"
"airplane","category_organization","none of these",10,5,0.5,"Spanish (European)"
"airplane","category_organization","none of these",10,5,0.5,"Japanese"
"airplane","category_organization","none of these",10,5,0.5,"Spanish (Peruvian)"
"airplane","category_organization","none of these",10,5,0.5,"English (Australian)"
"airplane","category_organization","none of these",10,5,0.5,"English (American)"
"airplane","category_organization","none of these",10,5,0.5,"Cantonese"
"airplane","category_organization","none of these",10,5,0.5,"Korean"
"airplane","category_organization","none of these",10,5,0.5,"Catalan"
"airplane","category_organization","none of these",10,5,0.5,"French (French)"
"airplane","category_organization","none of these",10,5,0.5,"Mandarin (Taiwanese)"
"airplane","category_organization","none of these",10,5,0.5,"Spanish (Mexican)"
"airplane","category_organization","none of these",10,5,0.5,"Mandarin (Beijing)"
"airplane","count_mass","count noun",10,9,0.9,"Russian"
"airplane","count_mass","count noun",10,9,0.9,"Turkish"
"airplane","count_mass","count noun",10,9,0.9,"Kiswahili"
"airplane","count_mass","count noun",10,9,0.9,"Spanish (European)"
"airplane","count_mass","count noun",10,9,0.9,"Japanese"
"airplane","count_mass","count noun",10,9,0.9,"Spanish (Peruvian)"
"airplane","count_mass","count noun",10,9,0.9,"English (Australian)"
"airplane","count_mass","count noun",10,9,0.9,"English (American)"
"airplane","count_mass","count noun",10,9,0.9,"Cantonese"
"airplane","count_mass","count noun",10,9,0.9,"Korean"
"airplane","count_mass","count noun",10,9,0.9,"Catalan"
"airplane","count_mass","count noun",10,9,0.9,"French (French)"
"airplane","count_mass","count noun",10,9,0.9,"Mandarin (Taiwanese)"
"airplane","count_mass","count noun",10,9,0.9,"Spanish (Mexican)"
"airplane","count_mass","count noun",10,9,0.9,"Mandarin (Beijing)"
"airplane","count_mass","mass noun",10,1,0.1,"Russian"
"airplane","count_mass","mass noun",10,1,0.1,"Turkish"
"airplane","count_mass","mass noun",10,1,0.1,"Kiswahili"
"airplane","count_mass","mass noun",10,1,0.1,"Spanish (European)"
"airplane","count_mass","mass noun",10,1,0.1,"Japanese"
"airplane","count_mass","mass noun",10,1,0.1,"Spanish (Peruvian)"
"airplane","count_mass","mass noun",10,1,0.1,"English (Australian)"
"airplane","count_mass","mass noun",10,1,0.1,"English (American)"
"airplane","count_mass","mass noun",10,1,0.1,"Cantonese"
"airplane","count_mass","mass noun",10,1,0.1,"Korean"
"airplane","count_mass","mass noun",10,1,0.1,"Catalan"
"airplane","count_mass","mass noun",10,1,0.1,"French (French)"
"airplane","count_mass","mass noun",10,1,0.1,"Mandarin (Taiwanese)"
"airplane","count_mass","mass noun",10,1,0.1,"Spanish (Mexican)"
"airplane","count_mass","mass noun",10,1,0.1,"Mandarin (Beijing)"
"airplane","category_organization","material",10,2,0.2,"Russian"
"airplane","category_organization","material",10,2,0.2,"Turkish"
"airplane","category_organization","material",10,2,0.2,"Kiswahili"
"airplane","category_organization","material",10,2,0.2,"Spanish (European)"
"airplane","category_organization","material",10,2,0.2,"Japanese"
"airplane","category_organization","material",10,2,0.2,"Spanish (Peruvian)"
"airplane","category_organization","material",10,2,0.2,"English (Australian)"
"airplane","category_organization","material",10,2,0.2,"English (American)"
"airplane","category_organization","material",10,2,0.2,"Cantonese"
"airplane","category_organization","material",10,2,0.2,"Korean"
"airplane","category_organization","material",10,2,0.2,"Catalan"
"airplane","category_organization","material",10,2,0.2,"French (French)"
"airplane","category_organization","material",10,2,0.2,"Mandarin (Taiwanese)"
"airplane","category_organization","material",10,2,0.2,"Spanish (Mexican)"
"airplane","category_organization","material",10,2,0.2,"Mandarin (Beijing)"
"album","category_organization","material",8,4,0.5,"Russian"
"album","count_mass","count noun",11,8,0.727272727272727,"Russian"
"album","count_mass","mass noun",11,1,0.0909090909090909,"Russian"
"album","category_organization","none of these",8,1,0.125,"Russian"
"album","category_organization","shape",8,3,0.375,"Russian"
"album","solidity","unclear/unknown",7,1,0.142857142857143,"Russian"
"album","count_mass","unclear/unknown",11,2,0.181818181818182,"Russian"
"album","solidity","solid",7,6,0.857142857142857,"Russian"
"alligator","category_organization","shape",9,2,0.222222222222222,"English (American)"
"alligator","category_organization","shape",9,2,0.222222222222222,"Mandarin (Beijing)"
"alligator","category_organization","shape",9,2,0.222222222222222,"Mandarin (Taiwanese)"
"alligator","category_organization","none of these",9,6,0.666666666666667,"English (American)"
"alligator","category_organization","none of these",9,6,0.666666666666667,"Mandarin (Beijing)"
"alligator","category_organization","none of these",9,6,0.666666666666667,"Mandarin (Taiwanese)"
"alligator","category_organization","material",9,1,0.111111111111111,"English (American)"
"alligator","category_organization","material",9,1,0.111111111111111,"Mandarin (Beijing)"
"alligator","category_organization","material",9,1,0.111111111111111,"Mandarin (Taiwanese)"
"alligator","count_mass","count noun",7,7,1,"English (American)"
"alligator","count_mass","count noun",7,7,1,"Mandarin (Beijing)"
"alligator","count_mass","count noun",7,7,1,"Mandarin (Taiwanese)"
"alligator","solidity","solid",8,7,0.875,"English (American)"
"alligator","solidity","solid",8,7,0.875,"Mandarin (Beijing)"
"alligator","solidity","solid",8,7,0.875,"Mandarin (Taiwanese)"
"alligator","solidity","unclear/unknown",8,1,0.125,"English (American)"
"alligator","solidity","unclear/unknown",8,1,0.125,"Mandarin (Beijing)"
"alligator","solidity","unclear/unknown",8,1,0.125,"Mandarin (Taiwanese)"
"ambulance","category_organization","none of these",5,4,0.8,"Spanish (European)"
"ambulance","category_organization","none of these",5,4,0.8,"Catalan"
"ambulance","category_organization","none of these",5,4,0.8,"Hebrew"
"ambulance","category_organization","none of these",5,4,0.8,"Mandarin (Taiwanese)"
"ambulance","category_organization","none of these",5,4,0.8,"Turkish"
"ambulance","count_mass","unclear/unknown",8,1,0.125,"Spanish (European)"
"ambulance","count_mass","unclear/unknown",8,1,0.125,"Catalan"
"ambulance","count_mass","unclear/unknown",8,1,0.125,"Hebrew"
"ambulance","count_mass","unclear/unknown",8,1,0.125,"Mandarin (Taiwanese)"
"ambulance","count_mass","unclear/unknown",8,1,0.125,"Turkish"
"ambulance","category_organization","shape",5,1,0.2,"Spanish (European)"
"ambulance","category_organization","shape",5,1,0.2,"Catalan"
"ambulance","category_organization","shape",5,1,0.2,"Hebrew"
"ambulance","category_organization","shape",5,1,0.2,"Mandarin (Taiwanese)"
"ambulance","category_organization","shape",5,1,0.2,"Turkish"
"ambulance","count_mass","count noun",8,6,0.75,"Spanish (European)"
"ambulance","count_mass","count noun",8,6,0.75,"Catalan"
"ambulance","count_mass","count noun",8,6,0.75,"Hebrew"
"ambulance","count_mass","count noun",8,6,0.75,"Mandarin (Taiwanese)"
"ambulance","count_mass","count noun",8,6,0.75,"Turkish"
"ambulance","count_mass","mass noun",8,1,0.125,"Spanish (European)"
"ambulance","count_mass","mass noun",8,1,0.125,"Catalan"
"ambulance","count_mass","mass noun",8,1,0.125,"Hebrew"
"ambulance","count_mass","mass noun",8,1,0.125,"Mandarin (Taiwanese)"
"ambulance","count_mass","mass noun",8,1,0.125,"Turkish"
"ambulance","solidity","solid",9,9,1,"Spanish (European)"
"ambulance","solidity","solid",9,9,1,"Catalan"
"ambulance","solidity","solid",9,9,1,"Hebrew"
"ambulance","solidity","solid",9,9,1,"Mandarin (Taiwanese)"
"ambulance","solidity","solid",9,9,1,"Turkish"
"animal","count_mass","mass noun",10,1,0.1,"English (Australian)"
"animal","count_mass","mass noun",10,1,0.1,"Turkish"
"animal","count_mass","mass noun",10,1,0.1,"Mandarin (Beijing)"
"animal","count_mass","mass noun",10,1,0.1,"Catalan"
"animal","count_mass","mass noun",10,1,0.1,"Japanese"
"animal","count_mass","mass noun",10,1,0.1,"Spanish (European)"
"animal","count_mass","mass noun",10,1,0.1,"Mandarin (Taiwanese)"
"animal","count_mass","mass noun",10,1,0.1,"Korean"
"animal","count_mass","mass noun",10,1,0.1,"Cantonese"
"animal","count_mass","mass noun",10,1,0.1,"Spanish (Mexican)"
"animal","count_mass","mass noun",10,1,0.1,"English (American)"
"animal","solidity","non-solid",8,1,0.125,"English (Australian)"
"animal","solidity","non-solid",8,1,0.125,"Turkish"
"animal","solidity","non-solid",8,1,0.125,"Mandarin (Beijing)"
"animal","solidity","non-solid",8,1,0.125,"Catalan"
"animal","solidity","non-solid",8,1,0.125,"Japanese"
"animal","solidity","non-solid",8,1,0.125,"Spanish (European)"
"animal","solidity","non-solid",8,1,0.125,"Mandarin (Taiwanese)"
"animal","solidity","non-solid",8,1,0.125,"Korean"
"animal","solidity","non-solid",8,1,0.125,"Cantonese"
"animal","solidity","non-solid",8,1,0.125,"Spanish (Mexican)"
"animal","solidity","non-solid",8,1,0.125,"English (American)"
"animal","solidity","solid",8,6,0.75,"English (Australian)"
"animal","solidity","solid",8,6,0.75,"Turkish"
"animal","solidity","solid",8,6,0.75,"Mandarin (Beijing)"
"animal","solidity","solid",8,6,0.75,"Catalan"
"animal","solidity","solid",8,6,0.75,"Japanese"
"animal","solidity","solid",8,6,0.75,"Spanish (European)"
"animal","solidity","solid",8,6,0.75,"Mandarin (Taiwanese)"
"animal","solidity","solid",8,6,0.75,"Korean"
"animal","solidity","solid",8,6,0.75,"Cantonese"
"animal","solidity","solid",8,6,0.75,"Spanish (Mexican)"
"animal","solidity","solid",8,6,0.75,"English (American)"
"animal","solidity","unclear/unknown",8,1,0.125,"English (Australian)"
"animal","solidity","unclear/unknown",8,1,0.125,"Turkish"
"animal","solidity","unclear/unknown",8,1,0.125,"Mandarin (Beijing)"
"animal","solidity","unclear/unknown",8,1,0.125,"Catalan"
"animal","solidity","unclear/unknown",8,1,0.125,"Japanese"
"animal","solidity","unclear/unknown",8,1,0.125,"Spanish (European)"
"animal","solidity","unclear/unknown",8,1,0.125,"Mandarin (Taiwanese)"
"animal","solidity","unclear/unknown",8,1,0.125,"Korean"
"animal","solidity","unclear/unknown",8,1,0.125,"Cantonese"
"animal","solidity","unclear/unknown",8,1,0.125,"Spanish (Mexican)"
"animal","solidity","unclear/unknown",8,1,0.125,"English (American)"
"animal","count_mass","unclear/unknown",10,2,0.2,"English (Australian)"
"animal","count_mass","unclear/unknown",10,2,0.2,"Turkish"
"animal","count_mass","unclear/unknown",10,2,0.2,"Mandarin (Beijing)"
"animal","count_mass","unclear/unknown",10,2,0.2,"Catalan"
"animal","count_mass","unclear/unknown",10,2,0.2,"Japanese"
"animal","count_mass","unclear/unknown",10,2,0.2,"Spanish (European)"
"animal","count_mass","unclear/unknown",10,2,0.2,"Mandarin (Taiwanese)"
"animal","count_mass","unclear/unknown",10,2,0.2,"Korean"
"animal","count_mass","unclear/unknown",10,2,0.2,"Cantonese"
"animal","count_mass","unclear/unknown",10,2,0.2,"Spanish (Mexican)"
"animal","count_mass","unclear/unknown",10,2,0.2,"English (American)"
"animal","category_organization","material",7,2,0.285714285714286,"English (Australian)"
"animal","category_organization","material",7,2,0.285714285714286,"Turkish"
"animal","category_organization","material",7,2,0.285714285714286,"Mandarin (Beijing)"
"animal","category_organization","material",7,2,0.285714285714286,"Catalan"
"animal","category_organization","material",7,2,0.285714285714286,"Japanese"
"animal","category_organization","material",7,2,0.285714285714286,"Spanish (European)"
"animal","category_organization","material",7,2,0.285714285714286,"Mandarin (Taiwanese)"
"animal","category_organization","material",7,2,0.285714285714286,"Korean"
"animal","category_organization","material",7,2,0.285714285714286,"Cantonese"
"animal","category_organization","material",7,2,0.285714285714286,"Spanish (Mexican)"
"animal","category_organization","material",7,2,0.285714285714286,"English (American)"
"animal","category_organization","none of these",7,5,0.714285714285714,"English (Australian)"
"animal","category_organization","none of these",7,5,0.714285714285714,"Turkish"
"animal","category_organization","none of these",7,5,0.714285714285714,"Mandarin (Beijing)"
"animal","category_organization","none of these",7,5,0.714285714285714,"Catalan"
"animal","category_organization","none of these",7,5,0.714285714285714,"Japanese"
"animal","category_organization","none of these",7,5,0.714285714285714,"Spanish (European)"
"animal","category_organization","none of these",7,5,0.714285714285714,"Mandarin (Taiwanese)"
"animal","category_organization","none of these",7,5,0.714285714285714,"Korean"
"animal","category_organization","none of these",7,5,0.714285714285714,"Cantonese"
"animal","category_organization","none of these",7,5,0.714285714285714,"Spanish (Mexican)"
"animal","category_organization","none of these",7,5,0.714285714285714,"English (American)"
"animal","count_mass","count noun",10,7,0.7,"English (Australian)"
"animal","count_mass","count noun",10,7,0.7,"Turkish"
"animal","count_mass","count noun",10,7,0.7,"Mandarin (Beijing)"
"animal","count_mass","count noun",10,7,0.7,"Catalan"
"animal","count_mass","count noun",10,7,0.7,"Japanese"
"animal","count_mass","count noun",10,7,0.7,"Spanish (European)"
"animal","count_mass","count noun",10,7,0.7,"Mandarin (Taiwanese)"
"animal","count_mass","count noun",10,7,0.7,"Korean"
"animal","count_mass","count noun",10,7,0.7,"Cantonese"
"animal","count_mass","count noun",10,7,0.7,"Spanish (Mexican)"
"animal","count_mass","count noun",10,7,0.7,"English (American)"
"ankle","count_mass","count noun",6,6,1,"English (American)"
"ankle","count_mass","count noun",6,6,1,"Korean"
"ankle","category_organization","material",10,1,0.1,"English (American)"
"ankle","category_organization","material",10,1,0.1,"Korean"
"ankle","category_organization","none of these",10,6,0.6,"English (American)"
"ankle","category_organization","none of these",10,6,0.6,"Korean"
"ankle","category_organization","shape",10,3,0.3,"English (American)"
"ankle","category_organization","shape",10,3,0.3,"Korean"
"ankle","solidity","solid",6,6,1,"English (American)"
"ankle","solidity","solid",6,6,1,"Korean"
"ant","category_organization","shape",10,2,0.2,"Mandarin (Beijing)"
"ant","category_organization","shape",10,2,0.2,"English (American)"
"ant","category_organization","shape",10,2,0.2,"French (French)"
"ant","category_organization","shape",10,2,0.2,"Catalan"
"ant","category_organization","shape",10,2,0.2,"Spanish (Mexican)"
"ant","category_organization","shape",10,2,0.2,"English (Australian)"
"ant","category_organization","shape",10,2,0.2,"Turkish"
"ant","category_organization","shape",10,2,0.2,"Spanish (European)"
"ant","category_organization","shape",10,2,0.2,"Korean"
"ant","category_organization","shape",10,2,0.2,"Cantonese"
"ant","category_organization","shape",10,2,0.2,"Mandarin (Taiwanese)"
"ant","category_organization","shape",10,2,0.2,"Japanese"
"ant","count_mass","mass noun",8,4,0.5,"Mandarin (Beijing)"
"ant","count_mass","mass noun",8,4,0.5,"English (American)"
"ant","count_mass","mass noun",8,4,0.5,"French (French)"
"ant","count_mass","mass noun",8,4,0.5,"Catalan"
"ant","count_mass","mass noun",8,4,0.5,"Spanish (Mexican)"
"ant","count_mass","mass noun",8,4,0.5,"English (Australian)"
"ant","count_mass","mass noun",8,4,0.5,"Turkish"
"ant","count_mass","mass noun",8,4,0.5,"Spanish (European)"
"ant","count_mass","mass noun",8,4,0.5,"Korean"
"ant","count_mass","mass noun",8,4,0.5,"Cantonese"
"ant","count_mass","mass noun",8,4,0.5,"Mandarin (Taiwanese)"
"ant","count_mass","mass noun",8,4,0.5,"Japanese"
"ant","solidity","non-solid",7,3,0.428571428571429,"Mandarin (Beijing)"
"ant","solidity","non-solid",7,3,0.428571428571429,"English (American)"
"ant","solidity","non-solid",7,3,0.428571428571429,"French (French)"
"ant","solidity","non-solid",7,3,0.428571428571429,"Catalan"
"ant","solidity","non-solid",7,3,0.428571428571429,"Spanish (Mexican)"
"ant","solidity","non-solid",7,3,0.428571428571429,"English (Australian)"
"ant","solidity","non-solid",7,3,0.428571428571429,"Turkish"
"ant","solidity","non-solid",7,3,0.428571428571429,"Spanish (European)"
"ant","solidity","non-solid",7,3,0.428571428571429,"Korean"
"ant","solidity","non-solid",7,3,0.428571428571429,"Cantonese"
"ant","solidity","non-solid",7,3,0.428571428571429,"Mandarin (Taiwanese)"
"ant","solidity","non-solid",7,3,0.428571428571429,"Japanese"
"ant","solidity","solid",7,3,0.428571428571429,"Mandarin (Beijing)"
"ant","solidity","solid",7,3,0.428571428571429,"English (American)"
"ant","solidity","solid",7,3,0.428571428571429,"French (French)"
"ant","solidity","solid",7,3,0.428571428571429,"Catalan"
"ant","solidity","solid",7,3,0.428571428571429,"Spanish (Mexican)"
"ant","solidity","solid",7,3,0.428571428571429,"English (Australian)"
"ant","solidity","solid",7,3,0.428571428571429,"Turkish"
"ant","solidity","solid",7,3,0.428571428571429,"Spanish (European)"
"ant","solidity","solid",7,3,0.428571428571429,"Korean"
"ant","solidity","solid",7,3,0.428571428571429,"Cantonese"
"ant","solidity","solid",7,3,0.428571428571429,"Mandarin (Taiwanese)"
"ant","solidity","solid",7,3,0.428571428571429,"Japanese"
"ant","count_mass","count noun",8,4,0.5,"Mandarin (Beijing)"
"ant","count_mass","count noun",8,4,0.5,"English (American)"
"ant","count_mass","count noun",8,4,0.5,"French (French)"
"ant","count_mass","count noun",8,4,0.5,"Catalan"
"ant","count_mass","count noun",8,4,0.5,"Spanish (Mexican)"
"ant","count_mass","count noun",8,4,0.5,"English (Australian)"
"ant","count_mass","count noun",8,4,0.5,"Turkish"
"ant","count_mass","count noun",8,4,0.5,"Spanish (European)"
"ant","count_mass","count noun",8,4,0.5,"Korean"
"ant","count_mass","count noun",8,4,0.5,"Cantonese"
"ant","count_mass","count noun",8,4,0.5,"Mandarin (Taiwanese)"
"ant","count_mass","count noun",8,4,0.5,"Japanese"
"ant","category_organization","color",10,1,0.1,"Mandarin (Beijing)"
"ant","category_organization","color",10,1,0.1,"English (American)"
"ant","category_organization","color",10,1,0.1,"French (French)"
"ant","category_organization","color",10,1,0.1,"Catalan"
"ant","category_organization","color",10,1,0.1,"Spanish (Mexican)"
"ant","category_organization","color",10,1,0.1,"English (Australian)"
"ant","category_organization","color",10,1,0.1,"Turkish"
"ant","category_organization","color",10,1,0.1,"Spanish (European)"
"ant","category_organization","color",10,1,0.1,"Korean"
"ant","category_organization","color",10,1,0.1,"Cantonese"
"ant","category_organization","color",10,1,0.1,"Mandarin (Taiwanese)"
"ant","category_organization","color",10,1,0.1,"Japanese"
"ant","category_organization","material",10,1,0.1,"Mandarin (Beijing)"
"ant","category_organization","material",10,1,0.1,"English (American)"
"ant","category_organization","material",10,1,0.1,"French (French)"
"ant","category_organization","material",10,1,0.1,"Catalan"
"ant","category_organization","material",10,1,0.1,"Spanish (Mexican)"
"ant","category_organization","material",10,1,0.1,"English (Australian)"
"ant","category_organization","material",10,1,0.1,"Turkish"
"ant","category_organization","material",10,1,0.1,"Spanish (European)"
"ant","category_organization","material",10,1,0.1,"Korean"
"ant","category_organization","material",10,1,0.1,"Cantonese"
"ant","category_organization","material",10,1,0.1,"Mandarin (Taiwanese)"
"ant","category_organization","material",10,1,0.1,"Japanese"
"ant","category_organization","none of these",10,6,0.6,"Mandarin (Beijing)"
"ant","category_organization","none of these",10,6,0.6,"English (American)"
"ant","category_organization","none of these",10,6,0.6,"French (French)"
"ant","category_organization","none of these",10,6,0.6,"Catalan"
"ant","category_organization","none of these",10,6,0.6,"Spanish (Mexican)"
"ant","category_organization","none of these",10,6,0.6,"English (Australian)"
"ant","category_organization","none of these",10,6,0.6,"Turkish"
"ant","category_organization","none of these",10,6,0.6,"Spanish (European)"
"ant","category_organization","none of these",10,6,0.6,"Korean"
"ant","category_organization","none of these",10,6,0.6,"Cantonese"
"ant","category_organization","none of these",10,6,0.6,"Mandarin (Taiwanese)"
"ant","category_organization","none of these",10,6,0.6,"Japanese"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"Mandarin (Beijing)"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"English (American)"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"French (French)"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"Catalan"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"Spanish (Mexican)"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"English (Australian)"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"Turkish"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"Spanish (European)"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"Korean"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"Cantonese"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"Mandarin (Taiwanese)"
"ant","solidity","unclear/unknown",7,1,0.142857142857143,"Japanese"
"apple","category_organization","none of these",8,1,0.125,"Spanish (European)"
"apple","category_organization","none of these",8,1,0.125,"Japanese"
"apple","category_organization","none of these",8,1,0.125,"Catalan"
"apple","category_organization","none of these",8,1,0.125,"Mandarin (Beijing)"
"apple","category_organization","none of these",8,1,0.125,"Russian"
"apple","category_organization","none of these",8,1,0.125,"Spanish (Mexican)"
"apple","category_organization","none of these",8,1,0.125,"Mandarin (Taiwanese)"
"apple","category_organization","none of these",8,1,0.125,"Turkish"
"apple","category_organization","none of these",8,1,0.125,"Korean"
"apple","category_organization","none of these",8,1,0.125,"Cantonese"
"apple","category_organization","none of these",8,1,0.125,"English (American)"
"apple","category_organization","none of these",8,1,0.125,"French (French)"
"apple","category_organization","none of these",8,1,0.125,"English (Australian)"
"apple","category_organization","none of these",8,1,0.125,"Spanish (Peruvian)"
"apple","category_organization","shape",8,6,0.75,"Spanish (European)"
"apple","category_organization","shape",8,6,0.75,"Japanese"
"apple","category_organization","shape",8,6,0.75,"Catalan"
"apple","category_organization","shape",8,6,0.75,"Mandarin (Beijing)"
"apple","category_organization","shape",8,6,0.75,"Russian"
"apple","category_organization","shape",8,6,0.75,"Spanish (Mexican)"
"apple","category_organization","shape",8,6,0.75,"Mandarin (Taiwanese)"
"apple","category_organization","shape",8,6,0.75,"Turkish"
"apple","category_organization","shape",8,6,0.75,"Korean"
"apple","category_organization","shape",8,6,0.75,"Cantonese"
"apple","category_organization","shape",8,6,0.75,"English (American)"
"apple","category_organization","shape",8,6,0.75,"French (French)"
"apple","category_organization","shape",8,6,0.75,"English (Australian)"
"apple","category_organization","shape",8,6,0.75,"Spanish (Peruvian)"
"apple","category_organization","material",8,1,0.125,"Spanish (European)"
"apple","category_organization","material",8,1,0.125,"Japanese"
"apple","category_organization","material",8,1,0.125,"Catalan"
"apple","category_organization","material",8,1,0.125,"Mandarin (Beijing)"
"apple","category_organization","material",8,1,0.125,"Russian"
"apple","category_organization","material",8,1,0.125,"Spanish (Mexican)"
"apple","category_organization","material",8,1,0.125,"Mandarin (Taiwanese)"
"apple","category_organization","material",8,1,0.125,"Turkish"
"apple","category_organization","material",8,1,0.125,"Korean"
"apple","category_organization","material",8,1,0.125,"Cantonese"
"apple","category_organization","material",8,1,0.125,"English (American)"
"apple","category_organization","material",8,1,0.125,"French (French)"
"apple","category_organization","material",8,1,0.125,"English (Australian)"
"apple","category_organization","material",8,1,0.125,"Spanish (Peruvian)"
"apple","count_mass","count noun",7,7,1,"Spanish (European)"
"apple","count_mass","count noun",7,7,1,"Japanese"
"apple","count_mass","count noun",7,7,1,"Catalan"
"apple","count_mass","count noun",7,7,1,"Mandarin (Beijing)"
"apple","count_mass","count noun",7,7,1,"Russian"
"apple","count_mass","count noun",7,7,1,"Spanish (Mexican)"
"apple","count_mass","count noun",7,7,1,"Mandarin (Taiwanese)"
"apple","count_mass","count noun",7,7,1,"Turkish"
"apple","count_mass","count noun",7,7,1,"Korean"
"apple","count_mass","count noun",7,7,1,"Cantonese"
"apple","count_mass","count noun",7,7,1,"English (American)"
"apple","count_mass","count noun",7,7,1,"French (French)"
"apple","count_mass","count noun",7,7,1,"English (Australian)"
"apple","count_mass","count noun",7,7,1,"Spanish (Peruvian)"
"apple","solidity","solid",8,8,1,"Spanish (European)"
"apple","solidity","solid",8,8,1,"Japanese"
"apple","solidity","solid",8,8,1,"Catalan"
"apple","solidity","solid",8,8,1,"Mandarin (Beijing)"
"apple","solidity","solid",8,8,1,"Russian"
